layerId,easting,northing,altitude,type
4,503943.57432625996,7469461.520426538,355.53849499008106,0
4,504858.98270143603,7469378.776844475,365.1152132911402,0
4,505152.8998631736,7469199.017780404,394.7323790193305,0
4,505444.93421327526,7469080.45324887,427.2518709734509,0
4,505919.29043662257,7469011.739432808,428.3757521929663,0
4,506298.06542049156,7468891.569724862,435.08539518213126,0
4,506649.46647766174,7468735.68793908,433.4080216320223,0
4,506943.540181349,7468538.559175521,440.5793930158394,0
4,507249.292743387,7468314.683625195,487.7854791731066,0
4,507379.31850625755,7468144.7542719,538.6629353101723,0
4,507515.53135218995,7467883.979081692,516.1292015077951,0
4,507307.6489715884,7467537.10817595,474.5461085547857,0
4,506903.5757509618,7467339.69929537,429.66545925002026,0
4,506456.1642681852,7467293.957997197,428.1157689639393,0
4,505843.64634671324,7467307.50265718,413.2619227964181,0
4,505707.3135263393,7467226.621972846,406.711668921851,0
4,505672.11009151174,7467285.225990038,410.7287411658975,0
4,505213.6914010872,7467185.613716741,395.5566474128116,0
4,504769.3549929191,7467201.4167457,403.5131122655421,0
4,504152.22981454176,7467237.647372106,425.05907886860473,0
4,503485.2347115429,7467325.399450538,392.33412997225855,0
4,502776.96408416185,7467373.356683234,399.4776673266755,0
4,502508.93464517687,7467560.858338554,442.4636320910964,0
4,502303.00834990956,7467594.273873564,454.0895828370085,0
4,501470.8504778158,7467795.920368201,422.2998522358196,0
4,500823.27114998427,7468112.647164128,448.6701647597057,0
4,500546.4206955885,7468365.56549538,466.50087153863024,0
4,500622.2426878891,7468235.553310869,458.0016341388032,0
4,500556.1140893637,7468135.049981684,455.9340702645432,0
4,500127.8556048576,7468298.023533389,494.5165890495099,0
4,500036.94527976436,7468272.065783467,504.36326939370826,0
4,500069.457709503,7469866.821382776,414.8812483351065,0
4,500222.2542833557,7469821.099025009,400.9615878135302,0
4,500416.0975449241,7469655.225708815,401.5138942092597,0
4,500601.8476651149,7469824.260552626,391.8425558653544,0
4,500769.4290017967,7469857.9548459975,390.543508445438,0
4,501033.5826259423,7469808.946574902,393.85585132206097,0
4,501248.75903205416,7469613.866223839,403.85785046757934,0
4,501522.1689422597,7469805.64843873,388.0054450479832,0
4,501767.81351478706,7469718.043456208,384.37357088105534,0
4,502085.96608068084,7469687.190044638,377.51423673532025,0
4,502517.5817028847,7469649.076302765,369.9593685646893,0
4,502858.07504370745,7469601.7172330795,363.4364036455663,0
4,503167.1675068329,7469565.236446442,361.2678435032816,0
4,503598.62616183644,7469383.9274980435,369.3453431392204,0
4,503806.557736247,7469330.832643228,382.002142755275,0
4,503980.7615840823,7469292.803289072,379.3700876594693,0
4,503848.25473443663,7469502.402959677,356.25297364559884,0
4,516848.01685618877,7458851.993713392,336.36619934604204,0
4,517849.0188427567,7458863.576545723,350.00598460224256,0
4,516375.883939834,7457775.681772987,341.32591937141945,0
4,516583.83768534806,7458756.77177395,336.7442106331504,0
4,501599.3553806279,7463902.73513276,313.1650259955037,0
4,505201.7907706112,7463399.112965329,298.2561228684804,0
4,507260.1822849492,7462980.4490242535,299.2503235834692,0
4,509523.0220390575,7462056.612473427,327.50889993419605,0
