layerId,easting,northing,altitude,type
4,503949.06679233967,7469494.571920344,355.53849499008106,0
4,504824.11385725415,7469396.369771939,365.1152132911402,0
4,505122.7147627122,7469206.429927169,394.7323790193305,0
4,505477.6947902624,7469037.026027385,427.2518709734509,0
4,505915.2184591133,7468982.6430202685,428.3757521929663,0
4,506347.3238519723,7468852.18406307,435.08539518213126,0
4,506648.33717251953,7468722.525676829,433.4080216320223,0
4,506975.5455092322,7468538.52665228,440.5793930158394,0
4,507193.5410522917,7468383.986877469,487.7854791731066,0
4,507444.79271248064,7468104.460019979,538.6629353101723,0
4,507449.9105586429,7467891.108257286,516.1292015077951,0
4,507266.1197891945,7467506.106467968,474.5461085547857,0
4,506894.68906156736,7467325.715008243,429.66545925002026,0
4,506394.42402241897,7467336.9706401955,428.1157689639393,0
4,505835.5744544958,7467303.011129513,413.2619227964181,0
4,505667.26481981156,7467235.037520779,406.711668921851,0
4,505627.38994941063,7467272.91900513,410.7287411658975,0
4,505184.52623126865,7467191.039221213,395.5566474128116,0
4,504736.4801246683,7467241.8564087385,403.5131122655421,0
4,504165.89089273853,7467238.696514003,425.05907886860473,0
4,503453.4555302699,7467338.286603021,392.33412997225855,0
4,502762.7544979589,7467386.507522612,399.4776673266755,0
4,502524.12518860045,7467551.042400097,442.4636320910964,0
4,502299.18406245165,7467604.953483829,454.0895828370085,0
4,501491.5044936528,7467806.224440419,422.2998522358196,0
4,500809.9025524904,7468184.564662561,448.6701647597057,0
4,500513.61334894726,7468351.927010999,466.50087153863024,0
4,500678.63407824247,7468166.264412706,458.0016341388032,0
4,500583.1113718726,7468183.452945592,455.9340702645432,0
4,500150.2615061009,7468286.04144726,494.5165890495099,0
4,500017.1948869399,7468310.700241002,504.36326939370826,0
4,500005.4800696333,7469843.031296602,414.8812483351065,0
4,500257.8636468792,7469887.718268411,400.9615878135302,0
4,500452.75735409366,7469656.165628123,401.5138942092597,0
4,500622.53479510266,7469835.617188198,391.8425558653544,0
4,500789.3590195671,7469916.000677301,390.543508445438,0
4,501016.51023968647,7469824.222604202,393.85585132206097,0
4,501269.0922463247,7469627.14542967,403.85785046757934,0
4,501557.59382822085,7469802.875571499,388.0054450479832,0
4,501803.7770074375,7469654.169032775,384.37357088105534,0
4,502054.2250335984,7469711.657938844,377.51423673532025,0
4,502536.02962340583,7469575.461939202,369.9593685646893,0
4,502862.203507581,7469600.782818237,363.4364036455663,0
4,503169.3349710639,7469589.040950526,361.2678435032816,0
4,503567.3267646196,7469395.141295662,369.3453431392204,0
4,503809.7377863818,7469306.7659430485,382.002142755275,0
4,503930.63710428,7469295.301502766,379.3700876594693,0
4,503859.8915938671,7469441.355998272,356.25297364559884,0
4,516866.2456846234,7458925.032554438,336.36619934604204,0
4,517846.90057200304,7458895.764220782,350.00598460224256,0
4,516384.9837870611,7457702.437932198,341.32591937141945,0
4,516636.8637892845,7458784.939442694,336.7442106331504,0
4,501596.42387587874,7463951.063387261,313.1650259955037,0
4,505203.2257183507,7463344.909751115,298.2561228684804,0
4,507312.31083909736,7463044.722028799,299.2503235834692,0
4,509524.2455053639,7462044.991050264,327.50889993419605,0
