layerId,easting,northing,altitude,type,dipDir,dip,dipPolarity,layer
15,544556.5211197154,7487551.615692227,608.7664939431817,4,105.52139342064835,7.426186255830373,1.0,b's0'
15,521538.2321662846,7460740.968641789,421.1150342777274,4,4.829344712512395,27.366471603222408,1.0,b's0'
15,530105.493482734,7460924.296153009,431.7522583215838,4,82.23278304333343,356.49193243982313,1.0,b's0'
15,512568.2131436111,7509873.213429144,556.7765273701366,4,71.18084065986744,209.52267138183572,1.0,b's0'
15,542145.3469363194,7531860.463394867,589.3019224029641,4,17.544957902604366,101.17511874013701,1.0,b's0'
15,538956.6654957728,7532253.87432098,592.7423198446039,4,106.56012729015332,121.65577510404847,1.0,b's0'
15,533583.5096282788,7532661.105734621,623.1991556888931,4,29.629507387683944,246.56759747122544,1.0,b's0'
15,531234.0023745511,7532086.417272519,581.6293320501246,4,30.578375275192208,338.5595342066005,1.0,b's0'
15,526085.6728406246,7531106.667006133,566.1422462475603,4,26.727061591551504,102.37051256131588,1.0,b's0'
15,548446.4913634119,7531615.841535854,606.8445337852386,4,19.34272070106273,66.48270410321516,1.0,b's0'
15,547521.071510698,7530949.936022368,620.3292972217073,4,12.824174525036028,293.596347965734,1.0,b's0'
15,546367.822891177,7532745.00307332,588.7693923823144,4,34.3707608408126,166.8061444954427,1.0,b's0'
15,570515.5659227248,7530706.058177318,603.0956368590178,4,28.62883771759575,53.99383518880677,1.0,b's0'
15,593073.3254162765,7529377.936609491,673.1865680026285,4,41.91251764203063,89.64098327494787,1.0,b's0'
15,503426.47854157386,7533229.432657821,521.0951396917997,4,44.82411085434281,201.45183728807626,1.0,b's0'
15,560628.1885166764,7527076.0365432855,612.0245584222738,4,37.07375912007079,51.235360633743085,1.0,b's0'
15,547577.2537262802,7513679.192745951,654.8660500378727,4,49.65593769961985,9.694296179672733,1.0,b's0'
15,538848.1049890658,7532173.22714855,595.3570663561504,4,8.712428583900362,73.40536351616316,1.0,b's0'
15,538166.5960354094,7521920.258685516,600.0920794080804,4,38.48721213226951,32.93160710889049,1.0,b's0'
15,553010.3323929476,7484500.661121132,517.4206535702082,4,53.09061729569533,14.795498104303704,1.0,b's0'
15,553077.2875141955,7484567.99944353,519.2034568054207,4,36.11775437116609,330.1512869069414,1.0,b's0'
