layerId,easting,northing,altitude,type
0.0,503867.5000371807,7469534.523102671,355.53849499008106,0.0
0.0,504870.3112336268,7469438.262228783,365.1152132911402,0.0
0.0,505173.1584748814,7469190.913423421,394.7323790193305,0.0
0.0,505476.31382243166,7469059.962560968,427.2518709734509,0.0
0.0,505861.32745908987,7469015.145115137,428.3757521929663,0.0
0.0,506279.4391725979,7468879.812333953,435.08539518213126,0.0
0.0,506602.7510002803,7468645.844653753,433.4080216320223,0.0
0.0,506932.8921667577,7468578.960503156,440.5793930158394,0.0
0.0,507217.0101751138,7468345.1998242,487.7854791731066,0.0
0.0,507440.9681728243,7468149.363052178,538.6629353101723,0.0
0.0,507430.6406991505,7467908.3964439705,516.1292015077951,0.0
0.0,507346.49451728724,7467494.1128343195,474.5461085547857,0.0
0.0,506880.19685671345,7467318.218154792,429.66545925002026,0.0
0.0,506383.876175785,7467288.651429592,428.1157689639393,0.0
0.0,505836.1697728544,7467308.345250925,413.2619227964181,0.0
0.0,505702.69828108355,7467223.7794072665,406.711668921851,0.0
0.0,505627.508904651,7467309.835088877,410.7287411658975,0.0
0.0,505208.71496491675,7467231.237673146,395.5566474128116,0.0
0.0,504770.02919621975,7467168.957747318,403.5131122655421,0.0
0.0,504166.75159235165,7467235.539241527,425.05907886860473,0.0
0.0,503401.30455808976,7467338.383900965,392.33412997225855,0.0
0.0,502830.6338956352,7467424.783600605,399.4776673266755,0.0
0.0,502581.01411045983,7467555.6529320795,442.4636320910964,0.0
0.0,502294.1408224765,7467603.224123995,454.0895828370085,0.0
0.0,501449.11250410165,7467856.602811687,422.2998522358196,0.0
0.0,500762.1455381716,7468175.450477749,448.6701647597057,0.0
0.0,500486.5225757542,7468320.103050571,466.50087153863024,0.0
0.0,500606.2328488405,7468163.431545827,458.0016341388032,0.0
0.0,500577.79220778635,7468131.36258306,455.9340702645432,0.0
0.0,500200.6896938897,7468269.311804054,494.5165890495099,0.0
0.0,500037.72534922184,7468275.798840142,504.36326939370826,0.0
0.0,500042.8774546206,7469868.820314416,414.8812483351065,0.0
0.0,500244.8209871826,7469796.888964235,400.9615878135302,0.0
0.0,500473.3393582722,7469679.771577098,401.5138942092597,0.0
0.0,500638.65543601266,7469879.69453124,391.8425558653544,0.0
0.0,500798.5774003722,7469823.657076339,390.543508445438,0.0
0.0,501063.2917222141,7469832.362544213,393.85585132206097,0.0
0.0,501215.2285063783,7469608.971393512,403.85785046757934,0.0
0.0,501486.6226879555,7469800.723536949,388.0054450479832,0.0
0.0,501779.2770866331,7469676.3233663635,384.37357088105534,0.0
0.0,502041.03589634044,7469693.555013427,377.51423673532025,0.0
0.0,502508.97343543835,7469633.3810759755,369.9593685646893,0.0
0.0,502844.35228255944,7469674.527319482,363.4364036455663,0.0
0.0,503163.50126173295,7469540.876055889,361.2678435032816,0.0
0.0,503583.329837536,7469411.327836759,369.3453431392204,0.0
0.0,503804.0187719366,7469298.298077453,382.002142755275,0.0
0.0,503982.9159573528,7469282.269412087,379.3700876594693,0.0
0.0,503904.1850235936,7469494.311901709,356.25297364559884,0.0
