layerId,easting,northing,altitude,type,dipDir,dip,dipPolarity,layer
15,544577.6976290928,7487579.121645421,608.7664939431817,4,30.589805723565043,342.5539763480102,1.0,b's0'
15,521577.97949155077,7460769.815849851,421.1150342777274,4,22.19763767430524,349.457770568267,1.0,b's0'
15,530123.6502198987,7460917.323791218,431.7522583215838,4,118.83749773304955,22.281429670301577,1.0,b's0'
15,512585.02782927954,7509882.90498194,556.7765273701366,4,31.09771399065022,205.62751759158937,1.0,b's0'
15,542136.5261820488,7531892.174341702,589.3019224029641,4,65.92995096681582,327.2244101084616,1.0,b's0'
15,538897.5664171758,7532247.316976844,592.7423198446039,4,31.54054162197454,100.28116566804454,1.0,b's0'
15,533606.8631621415,7532705.544230229,623.1991556888931,4,87.57055009972555,169.57606754195717,1.0,b's0'
15,531235.5742154433,7532068.5034565935,581.6293320501246,4,9.442190927305433,266.96886693529007,1.0,b's0'
15,526110.9775588661,7531101.8381859725,566.1422462475603,4,31.751183514780543,37.88521753459838,1.0,b's0'
15,548428.1084117772,7531549.814534455,606.8445337852386,4,20.0747972523249,135.73590944789794,1.0,b's0'
15,547458.0027321444,7531000.157003444,620.3292972217073,4,57.71498849203618,68.34489589181271,1.0,b's0'
15,546429.1037193809,7532702.375167236,588.7693923823144,4,55.11105365200849,318.07041204382597,1.0,b's0'
15,570605.9347255789,7530709.476050749,603.0956368590178,4,34.43148954448289,81.0504118434892,1.0,b's0'
15,593008.2402493017,7529443.256744635,673.1865680026285,4,12.899004750901994,341.1393001571819,1.0,b's0'
15,503423.54367784,7533307.931657829,521.0951396917997,4,54.342178501203,210.1793522368696,1.0,b's0'
15,560598.7590333094,7527099.732335907,612.0245584222738,4,14.056738139614112,122.6376275928119,1.0,b's0'
15,547629.0236832729,7513717.059808489,654.8660500378727,4,46.44375541790804,328.02073350631485,1.0,b's0'
15,538826.5225921565,7532196.383645771,595.3570663561504,4,30.309247803776366,121.67314553024403,1.0,b's0'
15,538217.2642935119,7521948.2956216745,600.0920794080804,4,17.455416664994658,82.3884767378222,1.0,b's0'
15,553069.055421503,7484527.495485974,517.4206535702082,4,78.36632352352325,44.90475207133704,1.0,b's0'
15,553055.0975706563,7484532.683269042,519.2034568054207,4,14.013034200104755,4.99553859339477,1.0,b's0'
