layerId,easting,northing,altitude,type,dipDir,dip,dipPolarity,layer
15,544577.6976290928,7487579.121645421,608.7664939431817,4,25.180342169314002,335.79913617640364,1.0,b's0'
15,521577.97949155077,7460769.815849851,421.1150342777274,4,12.252125545101705,247.79946740584262,1.0,b's0'
15,530123.6502198987,7460917.323791218,431.7522583215838,4,26.209359607949132,18.793126924306705,1.0,b's0'
15,512585.02782927954,7509882.90498194,556.7765273701366,4,41.08871791704545,212.6570303222087,1.0,b's0'
15,542136.5261820488,7531892.174341702,589.3019224029641,4,14.148872948143989,92.25914118207618,1.0,b's0'
15,538897.5664171758,7532247.316976844,592.7423198446039,4,49.42341099840895,71.39732251089538,1.0,b's0'
15,533606.8631621415,7532705.544230229,623.1991556888931,4,67.07989926282562,156.40357395261526,1.0,b's0'
15,531235.5742154433,7532068.5034565935,581.6293320501246,4,50.84481162380697,335.6449411601655,1.0,b's0'
15,526110.9775588661,7531101.8381859725,566.1422462475603,4,48.85027144780822,337.47548378814645,1.0,b's0'
15,548428.1084117772,7531549.814534455,606.8445337852386,4,23.58361096195337,279.6854613232438,1.0,b's0'
15,547458.0027321444,7531000.157003444,620.3292972217073,4,38.40457965898805,70.3050687019416,1.0,b's0'
15,546429.1037193809,7532702.375167236,588.7693923823144,4,13.811706113713868,8.734559691006552,1.0,b's0'
15,570605.9347255789,7530709.476050749,603.0956368590178,4,11.673981050441952,352.22448237667874,1.0,b's0'
15,593008.2402493017,7529443.256744635,673.1865680026285,4,37.72921670149828,3.2873494456738968,1.0,b's0'
15,503423.54367784,7533307.931657829,521.0951396917997,4,46.52118700691077,234.81833202987457,1.0,b's0'
15,560598.7590333094,7527099.732335907,612.0245584222738,4,61.92784471787874,229.84847807419658,1.0,b's0'
15,547629.0236832729,7513717.059808489,654.8660500378727,4,60.461330948767724,6.602423499248516,1.0,b's0'
15,538826.5225921565,7532196.383645771,595.3570663561504,4,23.55865396170465,115.90191100134632,1.0,b's0'
15,538217.2642935119,7521948.2956216745,600.0920794080804,4,77.35965659555343,263.43032422942747,1.0,b's0'
15,553069.055421503,7484527.495485974,517.4206535702082,4,40.56184065796017,267.87207754322765,1.0,b's0'
15,553055.0975706563,7484532.683269042,519.2034568054207,4,60.73338361146909,14.713548324651413,1.0,b's0'
