collarId,depth,angle1,angle2,unit
125471,0,89.43682103451613,-60.152940722787804,
125471,40,89.07413483378669,-62.466777767712756,
125472,0,88.50480711079585,-62.3278020784692,
125472,40,89.30098342623394,-61.37962792438809,
125473,0,89.30164469905442,-60.76981390027473,
125473,40,88.93132155682623,-61.959656172594926,
125474,0,88.70103508854592,-61.20027444426222,
125474,47,89.9775572265939,-60.09220019252086,
125475,0,89.51002241234148,-61.330197132815314,
125475,41,89.65470722736211,-60.481417668803196,
125476,0,88.58422721636188,-60.90478905889964,
125476,40,89.44315359058596,-60.94676216419615,
125477,0,89.50095247496155,-61.68731567964838,
125477,35,89.59075028367765,-61.3445433847128,
125478,0,89.78618643950682,-61.369282402907146,
125478,40,89.35307190667531,-61.486402176395806,
125479,0,89.21260773717532,-60.90617407135429,
125479,40,88.65469429680792,-61.285588694287135,
125480,0,88.98585652473382,-60.21663007870317,
125480,40,88.78447961221028,-60.763224329462744,
125481,0,89.81953607525055,-60.407665363310855,
125481,28,89.04883958911205,-62.4421648754667,
125482,0,88.76866453159624,-62.044956413786664,
125482,40,89.87513030086295,-61.48158442989883,
125483,0,88.81013987360117,-61.28251449969487,
125483,41,89.05307157552267,-60.91353477444742,
125484,0,89.79864134090816,-60.150216430350014,
125484,59,88.50506729258878,-60.79203365172923,
125485,0,89.69046989103208,-61.501418040246215,
125485,50,89.32109411338736,-61.37742838429627,
125486,0,89.4620040721264,-60.558673742038636,
125486,53,89.14502466537762,-60.15649579908186,
125487,0,89.7051482331765,-60.78563578469325,
125487,53,89.04522404593031,-61.98932806907581,
125488,0,88.94579903065313,-60.81694169421888,
125488,47,88.76239332277666,-62.2610887781406,
125489,0,89.68810211606619,-60.85620645150443,
125489,59,89.16701775836276,-61.14868515535829,
125490,0,89.60158866996741,-60.569098612988554,
125490,29,89.45192460862306,-62.01312995527518,
125491,0,0.0,0.0,
125491,47,0.0,0.0,
125492,0,0.0,0.0,
125492,35,0.0,0.0,
129019,0,0.0,0.0,
129019,44,89.9384116667941,-61.38108295357301,
129020,0,89.76045086677755,-60.668257895176446,
129020,31,89.5822222360016,-60.94407726823778,
129021,0,89.9413338024234,-61.35226585879052,
129021,42,88.75524816346714,-62.18645960561372,
129022,0,89.93041474143652,-62.28595627081156,
129022,50,88.76367108461524,-61.67190490509501,
