collarId,depth,angle1,angle2,unit
125471,0,89.72660779865487,-60.29407299593513,
125471,40,89.55804979270323,-60.10111824500859,
125472,0,89.9525633155023,-61.788963303374864,
125472,40,89.20000136263762,-61.32878416981797,
125473,0,89.86261662337009,-62.47454740261691,
125473,40,89.79488697789506,-62.16296580212703,
125474,0,89.20336579116126,-60.007146360569344,
125474,47,88.95734566518745,-61.684735407967324,
125475,0,88.97394120126674,-61.974409692747535,
125475,41,89.42754894610071,-61.390634624138144,
125476,0,89.64702284195069,-60.963772228425164,
125476,40,89.1504283652715,-60.96241355953961,
125477,0,89.89705414966768,-61.84695406375099,
125477,35,89.54831367417096,-62.20568776178288,
125478,0,89.08173419434246,-61.55344257248703,
125478,40,89.2898187156947,-61.52792942638124,
125479,0,89.6795803924979,-60.21576837592021,
125479,40,89.82257539079177,-60.34144357004864,
125480,0,88.94161088292036,-60.151427166739175,
125480,40,88.89068914941262,-60.34350649951317,
125481,0,89.2359366938433,-60.30620580763047,
125481,28,89.59228988903244,-61.40682264425871,
125482,0,89.45231370773644,-61.886376365171486,
125482,40,89.1263745229538,-62.259379607767585,
125483,0,89.39110936292408,-60.717425769331555,
125483,41,89.63887983562687,-62.4863247344588,
125484,0,89.40687057243633,-60.44901061115095,
125484,59,88.50012440000056,-62.103688865670165,
125485,0,89.06437295619607,-60.160149598184304,
125485,50,89.83138242720966,-60.805537026710866,
125486,0,88.90298373329166,-61.331923410360375,
125486,53,89.60343805334122,-61.34960171283966,
125487,0,89.2765826383197,-61.525700701466334,
125487,53,89.35872253152398,-60.59926159972233,
125488,0,88.57295956295877,-61.23092178526554,
125488,47,89.6580535819197,-61.847036085531606,
125489,0,89.83513662930311,-61.771364937728485,
125489,59,88.90033562515163,-60.70133999204368,
125490,0,88.71645703020874,-61.82065492105409,
125490,29,89.18014768261975,-61.014940940478205,
125491,0,0.0,0.0,
125491,47,0.0,0.0,
125492,0,0.0,0.0,
125492,35,0.0,0.0,
129019,0,0.0,0.0,
129019,44,88.63205925428964,-60.56590587644038,
129020,0,88.95679422131711,-62.40914798216016,
129020,31,88.76357285626432,-61.26246968100399,
129021,0,89.76985877054949,-60.35829211305814,
129021,42,88.61300947548838,-60.78966368691796,
129022,0,88.94893354297419,-62.009347225567254,
129022,50,88.57397401456257,-61.29789575119557,
