collarId,depth,angle1,angle2,unit
125471,0,89.83250783597052,-61.42092896833841,
125471,40,89.95727057060299,-60.93241089842764,
125472,0,89.4388632074776,-62.08155484800402,
125472,40,88.70646232688101,-61.84314680521849,
125473,0,89.9698192475835,-61.608383030786975,
125473,40,88.77038695379628,-62.340610663423014,
125474,0,88.5196450448789,-60.39072796170518,
125474,47,88.88368200117641,-61.469938939292184,
125475,0,89.30620018271824,-61.71741259992824,
125475,41,88.72655116112483,-60.35105055035848,
125476,0,89.51926197860968,-61.1704592137947,
125476,40,89.01881059371895,-60.44099882930009,
125477,0,89.0848623134792,-61.26971418370897,
125477,35,88.97110664580292,-60.174206665653486,
125478,0,89.78533750584418,-60.75099808468605,
125478,40,89.76393910472237,-62.38692107521871,
125479,0,89.78375846164137,-62.060936904487086,
125479,40,89.46126801443272,-61.51276576548778,
125480,0,89.26939706398257,-60.1209284460211,
125480,40,89.57871962773342,-60.66203094452196,
125481,0,89.2733815770132,-61.262940129088925,
125481,28,89.34336525022991,-60.73603957400051,
125482,0,89.66608955280654,-61.817251108543,
125482,40,89.72873747682755,-62.052179496281184,
125483,0,89.81798253843837,-60.95334144877133,
125483,41,88.82786679964126,-60.25834775867001,
125484,0,89.6126877187702,-61.10296381897095,
125484,59,89.25938777278165,-61.64767172340106,
125485,0,89.28468615354596,-62.07151047591232,
125485,50,89.61013227180003,-62.45025817802088,
125486,0,88.84137626534013,-61.90819779516366,
125486,53,89.07432134743983,-61.13721084625482,
125487,0,89.59653869077137,-60.87688417042796,
125487,53,89.56234203672446,-62.11875952394165,
125488,0,89.38596467811729,-61.442921709698375,
125488,47,89.4013466930362,-62.32382309150058,
125489,0,89.77743750143853,-62.17942169695161,
125489,59,89.59904714654792,-61.023640493000265,
125490,0,89.88949918688074,-62.122744820285554,
125490,29,89.54865920130933,-61.63316534794791,
125491,0,0.0,0.0,
125491,47,0.0,0.0,
125492,0,0.0,0.0,
125492,35,0.0,0.0,
129019,0,0.0,0.0,
129019,44,89.10304033837399,-61.19720979758184,
129020,0,88.90861531468265,-62.095230072618776,
129020,31,89.76587459978683,-62.057363066166424,
129021,0,89.66114761400748,-60.7956926853616,
129021,42,89.18946726345192,-60.20803440343903,
129022,0,88.8724481656135,-60.84325410926648,
129022,50,89.06744694504899,-60.366536144867645,
