collarId,depth,angle1,angle2,unit
125471,0,89.96766720700516,-60.699661030364744,
125471,40,89.61951966485421,-61.525408628051906,
125472,0,89.78792049384639,-62.349435828132634,
125472,40,89.38904577272245,-60.02622659390515,
125473,0,89.65138156652289,-61.50629356392451,
125473,40,88.56353422449554,-61.75039039341096,
125474,0,89.13523246822977,-62.009987454313794,
125474,47,89.86823685038566,-60.45625890846155,
125475,0,89.89680679151385,-60.045701881343604,
125475,41,88.71590589333222,-60.84314016294805,
125476,0,89.95592010595794,-61.12398279654475,
125476,40,89.62511552052611,-61.38771419265284,
125477,0,89.58438177830722,-60.9231916713107,
125477,35,88.95302468682249,-60.20083289712035,
125478,0,89.54692696795779,-60.20574490228264,
125478,40,88.79567069055494,-60.82486170291049,
125479,0,89.20839823201139,-60.73177478453195,
125479,40,88.88169903447097,-62.492900967030685,
125480,0,88.5778279654464,-60.57546147541838,
125480,40,89.32296223914211,-62.05604018548668,
125481,0,89.53132975355246,-61.647595103202214,
125481,28,88.79048144708283,-61.00877681206634,
125482,0,89.073098666879,-60.2771064427155,
125482,40,88.82608677308252,-61.37050468039062,
125483,0,89.81537819443342,-62.28270910396174,
125483,41,89.52709626560284,-62.310888812304185,
125484,0,89.33722718334477,-61.672785477667205,
125484,59,88.56772501105429,-60.779178621941995,
125485,0,88.5805220921064,-61.205627577530805,
125485,50,89.18260447217763,-60.78785800414096,
125486,0,89.03595580027883,-61.27434360155889,
125486,53,88.7819642301659,-61.29721282209342,
125487,0,89.86526689329274,-60.712125152771705,
125487,53,89.47228127531751,-60.825059406346504,
125488,0,89.13123352421414,-61.8721456946169,
125488,47,88.63795802168038,-61.61461098972282,
125489,0,88.7813929553953,-60.11808061443452,
125489,59,88.55532528862996,-60.56625921635477,
125490,0,89.1431321514919,-60.29332770745694,
125490,29,89.77939789654381,-61.3553599061532,
125491,0,0.0,0.0,
125491,47,0.0,0.0,
125492,0,0.0,0.0,
125492,35,0.0,0.0,
129019,0,0.0,0.0,
129019,44,89.30060914353942,-61.44120153854228,
129020,0,88.95469255587577,-61.27333660014813,
129020,31,89.13615647142832,-60.5537468163744,
129021,0,89.68456050672827,-62.025038353666375,
129021,42,89.52739752146567,-60.81238511447463,
129022,0,89.32865096085948,-62.32268215940803,
129022,50,88.8381700886413,-60.63314960228134,
