collarId,fromX,fromY,fromZ,layerId,toX,toY,toZ,from,to,propertyCode,property1,property2,unit
125471,,0.0,0.0,0,,,0.0,-0.1744752172384333,5.731864038880069,b'nan',b'nan',b'nan',b'nan'
125471,,0.0,0.0,0,,,0.0,5.963495585071875,7.998509279190481,b'nan',b'nan',b'nan',b'nan'
