collarId,fromX,fromY,fromZ,layerId,toX,toY,toZ,from,to,propertyCode,property1,property2,unit
125471,,0.0,0.0,0,,,0.0,-0.1484517186839051,5.59278424677453,b'nan',b'nan',b'nan',b'nan'
125471,,0.0,0.0,0,,,0.0,5.979598808400662,7.810863123695136,b'nan',b'nan',b'nan',b'nan'
