eventId,easting,northing,altitude,type,dipDir,dip,dipPolarity,val,displacement,posOnly
12644,579981.2453930721,7491850.622128236,642.7568014452568,0,32.80990953625107,90.0,1.0,0.0,0.0,0
12644,570337.1374078441,7496815.972282489,642.7568014452568,0,32.80990953625107,90.0,1.0,0.0,0.0,0
12644,588933.9629241383,7484823.996938929,697.1544851291677,0,32.80990953625107,90.0,1.0,0.0,0.0,0
2235,518120.7226055105,7494451.806457864,420.0825585979116,0,52.52090791804787,90.0,1.0,0.0,0.0,0
2235,525333.2994319536,7483338.489986265,420.0825585979116,0,52.52090791804787,90.0,1.0,0.0,0.0,0
2235,513003.76087967,7499520.20895657,551.3170318230653,0,52.52090791804787,90.0,1.0,0.0,0.0,0
11442,574974.3357116842,7490044.093930275,657.9313869680592,0,43.275853434843015,90.0,1.0,0.0,0.0,0
11442,573929.3179922649,7488462.100464834,657.9313869680592,0,43.275853434843015,90.0,1.0,0.0,0.0,0
11442,566512.7490340358,7495378.255145704,636.5090491641915,0,43.275853434843015,90.0,1.0,0.0,0.0,0
3496,526170.2673121301,7494348.825452162,429.3142620800888,0,55.70146833240621,90.0,1.0,0.0,0.0,0
3496,534569.178589743,7483767.589095683,429.3142620800888,0,55.70146833240621,90.0,1.0,0.0,0.0,0
3496,522189.124570048,7502055.539140901,539.735080088115,0,55.70146833240621,90.0,1.0,0.0,0.0,0
5298,512948.84681148577,7494897.24941943,582.4248537275571,0,26.5471593816318,90.0,1.0,0.0,0.0,0
5298,509425.3714399941,7495366.873301797,582.4248537275571,0,26.5471593816318,90.0,1.0,0.0,0.0,0
5298,516375.5992329643,7492000.993914698,500.2418801750625,0,26.5471593816318,90.0,1.0,0.0,0.0,0
12647,526673.0803705297,7491636.547215082,543.4807732364213,0,56.971293272508966,90.0,1.0,0.0,0.0,0
12647,520314.1440579021,7501621.9895178005,543.4807732364213,0,56.971293272508966,90.0,1.0,0.0,0.0,0
12647,530669.1731025836,7485742.590859828,422.5942560296636,0,56.971293272508966,90.0,1.0,0.0,0.0,0
2997,541915.5056146254,7493186.65009644,648.3912450929209,0,39.1048647422563,90.0,1.0,0.0,0.0,0
2997,545836.8730709169,7489493.90095932,648.3912450929209,0,39.1048647422563,90.0,1.0,0.0,0.0,0
2997,534432.589225991,7498724.315028205,518.1189397229581,0,39.1048647422563,90.0,1.0,0.0,0.0,0
1236,570819.7925960709,7494520.730244929,636.8229716978971,0,44.209936855007385,90.0,1.0,0.0,0.0,0
1236,569348.4415333687,7496334.446062075,636.8229716978971,0,44.209936855007385,90.0,1.0,0.0,0.0,0
1236,573792.5052446481,7492078.457105181,811.7213357750197,0,44.209936855007385,90.0,1.0,0.0,0.0,0
2689,501018.872741369,7498713.207612546,452.41411920134806,0,52.66032501447204,90.0,1.0,0.0,0.0,0
2689,500085.10403865273,7499899.9966563005,452.41411920134806,0,52.66032501447204,90.0,1.0,0.0,0.0,0
2689,503463.03563769726,7495496.913095857,536.9070899362871,0,52.66032501447204,90.0,1.0,0.0,0.0,0
3498,532893.1724808633,7501120.424616463,589.7618384917727,0,53.45748321344408,90.0,1.0,0.0,0.0,0
3498,539512.0352062924,7491578.651432875,589.7618384917727,0,53.45748321344408,90.0,1.0,0.0,0.0,0
3498,530105.4490299462,7504165.353626097,575.152788930206,0,53.45748321344408,90.0,1.0,0.0,0.0,0
2688,506752.6061093774,7498432.632175694,677.6484196520377,0,33.7402458357212,90.0,1.0,0.0,0.0,0
