eventId,easting,northing,altitude,type,dipDir,dip,dipPolarity,val,displacement,posOnly
12644,579974.0672451532,7491786.9374763435,642.7568014452568,0,50.46952930783588,338.62279140795806,1.0,0.0,0.0,0
12644,570304.8467812592,7496765.13792275,642.7568014452568,0,108.46616856884795,6.206353398683291,1.0,0.0,0.0,0
12644,588996.0184123158,7484793.33039305,697.1544851291677,0,104.81777141588884,71.29849999585934,1.0,0.0,0.0,0
2235,518100.77458811057,7494473.204616535,420.0825585979116,0,77.73329238492005,26.06891251162989,1.0,0.0,0.0,0
2235,525335.053674603,7483419.9688271815,420.0825585979116,0,75.4462779637714,40.895367784598136,1.0,0.0,0.0,0
2235,512948.24174776726,7499480.36179872,551.3170318230653,0,98.4169319867528,102.23932081505086,1.0,0.0,0.0,0
11442,574995.369038894,7490101.312366145,657.9313869680592,0,55.91432448704035,66.01941609426626,1.0,0.0,0.0,0
11442,573937.2598922779,7488436.026186461,657.9313869680592,0,63.918799016829624,98.14982952368825,1.0,0.0,0.0,0
11442,566537.4760570275,7495395.704832013,636.5090491641915,0,83.18505289384045,42.23747890439711,1.0,0.0,0.0,0
3496,526169.9742433192,7494344.046449063,429.3142620800888,0,99.55941616110232,84.7616816028056,1.0,0.0,0.0,0
3496,534576.7747598126,7483861.779770477,429.3142620800888,0,106.06312117248055,14.693831264424375,1.0,0.0,0.0,0
3496,522137.8435606104,7502080.991608539,539.735080088115,0,99.94297913737306,65.54776097407768,1.0,0.0,0.0,0
5298,512969.4627789009,7494900.783124769,582.4248537275571,0,111.01097978996638,20.654096144043876,1.0,0.0,0.0,0
5298,509470.70319614664,7495387.652088342,582.4248537275571,0,59.337010956048765,313.3402487546686,1.0,0.0,0.0,0
5298,516353.3001449065,7491993.215104608,500.2418801750625,0,108.37993416223233,90.89867301647661,1.0,0.0,0.0,0
12647,526627.6621144823,7491734.214093321,543.4807732364213,0,106.69951326992518,3.356509768600688,1.0,0.0,0.0,0
12647,520251.20608778065,7501653.726169615,543.4807732364213,0,127.74661713485023,79.71182059487529,1.0,0.0,0.0,0
12647,530622.048874615,7485725.471063262,422.5942560296636,0,82.5685131999644,91.76505763876753,1.0,0.0,0.0,0
2997,541864.5551922685,7493212.94416379,648.3912450929209,0,68.69541274018033,71.40623117593827,1.0,0.0,0.0,0
2997,545802.9743355596,7489444.911424268,648.3912450929209,0,84.65448250165413,24.400024379561216,1.0,0.0,0.0,0
2997,534403.9369672254,7498771.6425293,518.1189397229581,0,70.9714037775309,19.28675675144177,1.0,0.0,0.0,0
1236,570797.7444930603,7494497.827963875,636.8229716978971,0,83.29329574160434,39.0403899105645,1.0,0.0,0.0,0
1236,569351.9679836249,7496376.453756117,636.8229716978971,0,92.83936740230114,44.62042914612516,1.0,0.0,0.0,0
1236,573805.5689939628,7492039.833715067,811.7213357750197,0,46.42777245884038,43.41273870010315,1.0,0.0,0.0,0
2689,501034.27313110395,7498691.0935956985,452.41411920134806,0,100.86458106999213,85.19313739873166,1.0,0.0,0.0,0
2689,500086.287490851,7499898.116919116,452.41411920134806,0,83.59025730048172,68.98147131826249,1.0,0.0,0.0,0
2689,503446.77315200714,7495536.9255914455,536.9070899362871,0,82.04678006256296,82.3661602914595,1.0,0.0,0.0,0
3498,532865.2389306921,7501068.269937624,589.7618384917727,0,127.17246425064197,24.56610755520478,1.0,0.0,0.0,0
3498,539506.1661488365,7491542.21319029,589.7618384917727,0,125.1384536950207,43.2062678057672,1.0,0.0,0.0,0
3498,530112.3059293787,7504189.685425768,575.152788930206,0,76.42874599121991,73.80621688368706,1.0,0.0,0.0,0
2688,506755.74188600306,7498387.075318039,677.6484196520377,0,65.6003896297415,15.825785820796966,1.0,0.0,0.0,0
2688,510596.42177496327,7496916.262495101,677.6484196520377,0,89.62114403360293,56.97089909944452,1.0,0.0,0.0,0
2688,503759.38196563063,7501449.888787608,467.3460895168004,0,96.07338632003652,46.50944215605716,1.0,0.0,0.0,0
2843,513671.5950567841,7500891.298535405,731.9400403916065,0,57.238293429238254,102.02821704348315,1.0,0.0,0.0,0
2843,505854.2302264518,7508710.634536253,731.9400403916065,0,74.67668878412947,98.136483900582,1.0,0.0,0.0,0
2843,519940.14744498755,7492002.043450629,519.4863744718613,0,92.78062887508631,98.532027445474,1.0,0.0,0.0,0
14378,515238.0792057526,7505452.309391278,555.6077465544189,0,90.8305052931943,69.51863992486557,1.0,0.0,0.0,0
14378,504006.87631327746,7512476.989125,555.6077465544189,0,103.7752141680561,26.56304627715855,1.0,0.0,0.0,0
14378,520559.639200649,7495336.751539963,507.4629925593084,0,45.69078694716773,41.57340169507319,1.0,0.0,0.0,0
12658,548927.9338951595,7507092.296409076,633.5715368688767,0,84.39387419239154,132.88639940260555,1.0,0.0,0.0,0
12658,546601.4820409804,7512630.377618957,633.5715368688767,0,32.68768788022626,16.980715898024187,1.0,0.0,0.0,0
12658,552758.377058557,7498764.429856225,541.8593214535349,0,118.7128696293499,67.99857591989507,1.0,0.0,0.0,0
12660,514437.8409473167,7510028.589982918,523.8653067240126,0,74.90948688544928,26.495202521426904,1.0,0.0,0.0,0
12660,509545.6434948784,7514239.692940365,523.8653067240126,0,118.28530663012556,27.07829497024727,1.0,0.0,0.0,0
12660,521025.4626801868,7508992.622772896,579.7598242768389,0,105.72414326049741,309.45804361714886,1.0,0.0,0.0,0
15552,512586.6079996958,7509937.362192269,557.3562609451363,0,90.7711140275967,49.27390460802752,1.0,0.0,0.0,0
15552,515413.2368183565,7509769.305454268,557.3562609451363,0,58.10426382260613,54.397067945784215,1.0,0.0,0.0,0
15552,508118.14450001455,7514989.134692749,531.7466924003744,0,44.31237701422738,55.84613074871925,1.0,0.0,0.0,0
16769,519627.2092846656,7512873.321472423,581.2868059476646,0,64.79078757041708,7.1619458514309144,1.0,0.0,0.0,0
16769,522402.2349293375,7512084.072301193,581.2868059476646,0,117.52187785157768,26.45706445601155,1.0,0.0,0.0,0
16769,516307.22908474837,7513492.141937849,549.2135322602205,0,119.51299459989508,21.611866284007817,1.0,0.0,0.0,0
2248,520457.3174479575,7514123.085689336,582.7663601211523,0,42.03907746095957,21.535376545239046,1.0,0.0,0.0,0
2248,522789.4291670537,7511491.443388318,582.7663601211523,0,96.23230402111504,55.98931033282793,1.0,0.0,0.0,0
2248,517938.2299882726,7517125.984126678,568.4485128367749,0,102.5072263178911,51.42045594839533,1.0,0.0,0.0,0
8973,531238.0663661672,7520963.183685807,555.0025430948003,0,38.345509829379644,13.125444011076354,1.0,0.0,0.0,0
8973,528104.5100352557,7523686.753025295,555.0025430948003,0,96.6072329168635,351.3355676926599,1.0,0.0,0.0,0
8973,533100.8387617187,7519427.877868608,605.0930269492213,0,163.64437111183952,69.3805152178752,1.0,0.0,0.0,0
10659,528650.0916977398,7529325.775244564,574.0509949107919,0,84.01074933103833,352.8255683804743,1.0,0.0,0.0,0
10659,531054.6406203944,7528352.063914017,574.0509949107919,0,68.8927906158865,23.997312186500835,1.0,0.0,0.0,0
10659,525035.6377532706,7529803.920023629,575.5047493433143,0,105.90516876429413,303.5397072078093,1.0,0.0,0.0,0
16896,520699.7949827065,7461111.089627307,423.82233536921774,0,66.38933942425383,45.62426291588571,1.0,0.0,0.0,0
16896,524131.71374136483,7455360.310220032,423.82233536921774,0,54.71384536672958,76.33093762572668,1.0,0.0,0.0,0
16896,515696.8508888465,7464639.891117621,341.91437384518133,0,68.93583435497082,36.3532155537153,1.0,0.0,0.0,0
16245,541042.543378676,7459765.381470752,501.5197965528012,0,126.11837579819213,47.219425041519116,1.0,0.0,0.0,0
16245,543548.5864695325,7455364.742400965,501.5197965528012,0,106.69960864977628,84.70417076335741,1.0,0.0,0.0,0
16245,539107.1303862589,7463025.234181875,401.8951167519793,0,67.22671264727617,52.538853092156614,1.0,0.0,0.0,0
12618,513205.08920499403,7459722.792806911,325.5702445347029,0,62.83118250534821,31.747136196392432,1.0,0.0,0.0,0
12618,511119.132715794,7462837.935820905,325.5702445347029,0,116.04434244784592,49.46262232087503,1.0,0.0,0.0,0
12618,517011.4031399992,7457498.203835237,356.07713950423334,0,107.54742287427239,62.4219847699178,1.0,0.0,0.0,0
16397,529387.4691743194,7461183.5570314005,399.7854620991609,0,58.360785196177424,12.481103010321306,1.0,0.0,0.0,0
16397,520823.9379879574,7460899.242625715,399.7854620991609,0,95.00036984729064,22.012334174664772,1.0,0.0,0.0,0
16397,533840.7159228602,7459467.9213427035,382.4652044348103,0,26.934198440029,267.90445692920605,1.0,0.0,0.0,0
2837,531512.6921387818,7461649.666771514,444.2622677563497,0,85.08387420389724,21.570838058982986,1.0,0.0,0.0,0
2837,527830.1676483301,7464728.940627623,444.2622677563497,0,61.538685899631716,42.03487783382701,1.0,0.0,0.0,0
2837,536416.2852028286,7456381.994949623,520.3357989649967,0,71.74269956572873,56.924924824329764,1.0,0.0,0.0,0
15527,513680.1150446487,7462959.406725323,322.80743713753134,0,80.03033385801521,127.77181563989069,1.0,0.0,0.0,0
15527,512788.2748599478,7465178.942571925,322.80743713753134,0,55.643782843695654,101.55208951255872,1.0,0.0,0.0,0
15527,513192.74448169704,7459740.87360769,325.3695954070476,0,94.46074168435196,78.19063779496247,1.0,0.0,0.0,0
313,529804.8201062194,7464521.756981555,414.5694099990072,0,88.90875863556172,351.02022068839983,1.0,0.0,0.0,0
313,521567.74174532195,7467226.761638933,414.5694099990072,0,88.28659078600212,355.17255896835735,1.0,0.0,0.0,0
313,538652.3624111266,7463311.634003066,399.5220098367405,0,82.04500178573988,15.897782512042397,1.0,0.0,0.0,0
5001,533150.5184623199,7465741.945577502,466.1578026429793,0,71.58494252420742,13.62315263782466,1.0,0.0,0.0,0
5001,530660.7633111284,7466018.4397692755,466.1578026429793,0,94.91432614717706,60.08225466785166,1.0,0.0,0.0,0
5001,538458.2771585477,7465310.775991586,417.07895651411286,0,79.52912047450694,37.737626534677304,1.0,0.0,0.0,0
16502,513787.2921825479,7464182.097247045,405.3336813368627,0,93.25015652049404,61.93429426227482,1.0,0.0,0.0,0
16502,500011.8761083736,7473628.70217709,405.3336813368627,0,77.12088322998646,85.30960257798716,1.0,0.0,0.0,0
16502,518348.13407200394,7457293.099394342,335.5242240154611,0,86.80261167254297,35.96285023577684,1.0,0.0,0.0,0
7805,596244.1249321899,7465666.60157028,641.2857865068407,0,62.852308925960386,142.79428645786697,1.0,0.0,0.0,0
7805,597415.5726258085,7469089.738335781,641.2857865068407,0,90.68892652890113,85.25819529589404,1.0,0.0,0.0,0
7805,594981.2214799614,7462866.053585267,812.116543792174,0,63.99779300634232,102.54622042875906,1.0,0.0,0.0,0
16825,519770.44920722436,7467151.561981728,424.6680648295325,0,91.86024091529069,35.966496157238566,1.0,0.0,0.0,0
16825,530913.6800331406,7462023.16444145,424.6680648295325,0,108.96229267719005,69.21822392670617,1.0,0.0,0.0,0
16825,505883.089678808,7476224.383734835,434.88578360510513,0,77.9249293376266,9.355307750600787,1.0,0.0,0.0,0
16744,579702.5626183549,7470944.093740939,605.1747414810243,0,111.1385489117227,32.37264000080302,1.0,0.0,0.0,0
16744,602573.0400013869,7469151.524460509,605.1747414810243,0,81.17836467539593,303.9394782709152,1.0,0.0,0.0,0
16744,561987.6536518454,7471903.944413487,632.6477538082753,0,126.28278791472269,3.5736950654555244,1.0,0.0,0.0,0
15531,594194.494460238,7472372.079757204,680.5310682191453,0,83.98669825542638,65.78893739764612,1.0,0.0,0.0,0
15531,595327.7383517363,7475138.960055273,680.5310682191453,0,111.49954341985796,50.08276802800242,1.0,0.0,0.0,0
15531,602975.9775460054,7470585.54603524,596.6390825669487,0,117.88259461722518,348.34247078939654,1.0,0.0,0.0,0
7966,513613.2546863763,7471786.960632578,473.18758779339976,0,137.7285469245702,55.45165863606559,1.0,0.0,0.0,0
7966,523050.11915219814,7465404.2968900995,473.18758779339976,0,116.69205084945514,16.544469494954285,1.0,0.0,0.0,0
7966,507956.7795594514,7478856.731299277,387.8696115781905,0,111.3078970833997,48.75253747224701,1.0,0.0,0.0,0
16816,507275.50725550903,7472819.290457576,378.3808084088034,0,135.97849514089333,349.3979949218701,1.0,0.0,0.0,0
16816,515397.0139454704,7469380.014843977,378.3808084088034,0,71.26646715861037,9.515623597693946,1.0,0.0,0.0,0
16816,500013.5985836793,7475158.471160371,479.0536845131024,0,133.1463252413359,36.24721134061991,1.0,0.0,0.0,0
17182,505053.56854526495,7472878.662863485,458.5334008587917,0,66.7320459391003,344.4351434449658,1.0,0.0,0.0,0
17182,509891.4930905574,7471024.198272848,458.5334008587917,0,74.97331291083661,340.405128724109,1.0,0.0,0.0,0
17182,500003.76442486275,7474456.070597314,466.76547167480135,0,146.12341747425384,345.5315110556232,1.0,0.0,0.0,0
12627,571164.5065850778,7471758.445136329,771.3023000456074,0,114.10963584608729,50.20928589002881,1.0,0.0,0.0,0
12627,566987.4135370011,7475336.089138252,771.3023000456074,0,90.98010373387729,79.67113200250355,1.0,0.0,0.0,0
12627,572092.7562394275,7470832.922313391,725.2125612110485,0,63.08006864827107,11.654191723548934,1.0,0.0,0.0,0
