collarId,depth,angle1,angle2,unit
125471,0.0,88.85310298933537,-60.065109505733965,
125471,40.0,89.90974263956912,-60.03316065723771,
125472,0.0,89.04963643550965,-60.28405723836366,
125472,40.0,89.5613548192123,-60.33843533968032,
125473,0.0,89.22790297705203,-62.44863150460519,
125473,40.0,89.67698867785784,-60.987980538728756,
125474,0.0,89.45280218939916,-62.035261640208965,
125474,47.0,88.75131305132545,-61.02461566304158,
125475,0.0,89.12534307068199,-60.17112113497813,
125475,41.0,89.349711631934,-61.20286206327371,
125476,0.0,89.1979747409007,-61.09764057638648,
125476,40.0,88.62245951927879,-62.417374233186315,
125477,0.0,88.92926565933637,-60.54897679651873,
125477,35.0,88.61297357320477,-61.12389852891237,
125478,0.0,89.56524044637749,-60.04334411226992,
125478,40.0,89.96740249017967,-61.415756793296175,
125479,0.0,89.36986097002307,-60.17138420547461,
125479,40.0,88.56174012672402,-60.67777957668219,
125480,0.0,89.37020262899468,-60.321473788032065,
125480,40.0,89.98954908150439,-61.6191977548561,
125481,0.0,89.58719431128723,-60.76295813183129,
125481,28.0,88.87078777619513,-61.89580051936218,
125482,0.0,89.67329268873272,-62.39649847186414,
125482,40.0,89.6944923382767,-62.37936238972911,
125483,0.0,89.82011143208162,-62.09498251377284,
125483,41.0,89.36666921872182,-60.11428398226192,
125484,0.0,88.92380000546014,-60.503418549855134,
125484,59.0,89.77375590477489,-61.94450283425921,
125485,0.0,89.62210582238477,-60.29146521322756,
125485,50.0,88.82997390465697,-62.16833354646706,
125486,0.0,89.00541048773744,-60.334277032611915,
125486,53.0,89.63543060122265,-61.90088431534338,
125487,0.0,89.50391691284777,-62.37032287345948,
125487,53.0,89.75556448074083,-61.02374768973091,
125488,0.0,88.55961591766037,-60.03940086904555,
125488,47.0,89.73960050005115,-61.855141975130834,
125489,0.0,89.79476664142966,-61.53932639031263,
125489,59.0,88.53725837150729,-61.08683563764214,
125490,0.0,88.80078207308331,-61.3974661419003,
125490,29.0,89.29747064664639,-62.1659991055167,
125491,0.0,0.0,0.0,
125491,47.0,0.0,0.0,
125492,0.0,0.0,0.0,
125492,35.0,0.0,0.0,
129019,0.0,88.65545600370446,-60.092186416928286,
129019,44.0,89.97208795622853,-60.52500259503717,
129020,0.0,89.24714206654099,-61.989458215623515,
129020,31.0,89.40153045394587,-62.276712080135425,
129021,0.0,89.57596916136671,-60.99274425172348,
129021,42.0,89.62570207777696,-61.98674774550682,
129022,0.0,89.88419135657658,-61.39676039008096,
129022,50.0,89.26853945427135,-61.7132489603617,
