collarId,depth,angle1,angle2,unit
125471,0.0,89.42195245361611,-61.53134818306419,
125471,40.0,88.7670800557632,-61.85833338883789,
125472,0.0,89.80574987722747,-60.70602920198264,
125472,40.0,89.69725010585908,-60.169190793571396,
125473,0.0,89.25264779009443,-60.739324154377506,
125473,40.0,88.5379024388372,-60.66690599241343,
125474,0.0,89.60327340573726,-61.151524155903836,
125474,47.0,89.59229803166728,-61.99851132661191,
125475,0.0,88.55924884908036,-61.6628768640583,
125475,41.0,89.88080785272454,-61.196520080018686,
125476,0.0,89.82398950362753,-60.3589345611716,
125476,40.0,89.80855489114465,-60.8307447453908,
125477,0.0,89.05419182435692,-61.00822645310725,
125477,35.0,89.50667571106216,-62.492751111549694,
125478,0.0,89.49239246604323,-62.274012244990224,
125478,40.0,89.1331225316182,-61.733302851184,
125479,0.0,89.22666418639416,-61.79123250766675,
125479,40.0,89.96354387902883,-60.54785986886674,
125480,0.0,89.18190055774437,-61.5244115501468,
125480,40.0,89.10926506061928,-62.11448371677403,
125481,0.0,88.71938565497199,-60.43338187394274,
125481,28.0,89.32526325340777,-60.56436558380744,
125482,0.0,89.67575038283256,-61.99879427870063,
125482,40.0,88.8417040789041,-61.69689305404034,
125483,0.0,89.45331408713474,-61.975283540650466,
125483,41.0,89.0895693919471,-61.845862670472194,
125484,0.0,88.74884149325327,-61.47231813544421,
125484,59.0,89.47950008907699,-62.08026017767519,
125485,0.0,89.70001029002404,-60.636519821482175,
125485,50.0,88.80409763893441,-61.734343488270845,
125486,0.0,88.54688329664913,-60.86711725331479,
125486,53.0,88.56373872551958,-61.37172577111796,
125487,0.0,88.7714346193354,-60.655686508266754,
125487,53.0,89.16165261345114,-60.14740573294198,
125488,0.0,89.42574934744862,-60.83795042223913,
125488,47.0,89.78569466996915,-60.22575549647936,
125489,0.0,89.43519259814826,-60.73494193209905,
125489,59.0,88.85287926028246,-60.0525415939191,
125490,0.0,89.41130500457004,-60.4472484431045,
125490,29.0,89.31689836612775,-60.35543700234685,
125491,0.0,0.0,0.0,
125491,47.0,0.0,0.0,
125492,0.0,0.0,0.0,
125492,35.0,0.0,0.0,
129019,0.0,89.46394546418738,-62.41329044785412,
129019,44.0,89.11343699223639,-60.728980024878396,
129020,0.0,89.78149117500723,-60.23861479332292,
129020,31.0,89.28388803199032,-62.19683951289359,
129021,0.0,89.5662401171146,-60.10899361301143,
129021,42.0,89.15749479908783,-60.09815826002478,
129022,0.0,88.98618119399185,-61.16757510668002,
129022,50.0,89.48320301603302,-61.27898503839192,
