collarId,fromX,fromY,fromZ,layerId,toX,toY,toZ,from,to,propertyCode,property1,property2,unit
125471,,0.0,0.0,0,,,0.0,-0.3423158649893708,5.897039584830337,,,,
125471,,0.0,0.0,0,,,0.0,5.900029183258382,7.601711214889714,,,,
125472,,0.0,0.0,0,,,0.0,-0.33518977206429706,3.7198048790578895,,,,
125472,,0.0,0.0,0,,,0.0,3.8789092817015174,10.848451480781426,,,,
125472,,0.0,0.0,0,,,0.0,12.999253079064726,18.724320132795697,,,,
125473,,0.0,0.0,0,,,0.0,-0.4397445594748409,3.722210687686784,,,,
125473,,0.0,0.0,0,,,0.0,17.62204580742938,23.50992062634871,,,,
125474,,0.0,0.0,0,,,0.0,-0.1601297138681319,5.981012191227504,,,,
125474,,0.0,0.0,0,,,0.0,5.9819025403356605,9.677150480487299,,,,
125474,,0.0,0.0,0,,,0.0,10.971182318061503,14.635653528747936,,,,
125474,,0.0,0.0,0,,,0.0,15.692086338539863,24.6431229501667,,,,
125474,,0.0,0.0,0,,,0.0,24.506249966994094,33.88454311739738,,,,
125475,,0.0,0.0,0,,,0.0,-0.3091598191872008,3.8345864486163355,,,,
125475,,0.0,0.0,0,,,0.0,3.8315944499761647,11.696754426526354,,,,
125476,,0.0,0.0,0,,,0.0,-0.33754563375765034,1.9422398575507418,,,,
125476,,0.0,0.0,0,,,0.0,14.942636629505605,22.705965503906462,,,,
125476,,0.0,0.0,0,,,0.0,22.872962699026818,29.73693455863664,,,,
125476,,0.0,0.0,0,,,0.0,29.863985528789193,39.791612729997716,,,,
125477,,0.0,0.0,0,,,0.0,-0.4802658247286724,2.7934053399070624,,,,
125477,,0.0,0.0,0,,,0.0,10.984009734087236,13.838814744540297,,,,
125477,,0.0,0.0,0,,,0.0,17.94555144299093,23.606368607100467,,,,
125477,,0.0,0.0,0,,,0.0,23.83307383599321,34.87917922783013,,,,
125478,,0.0,0.0,0,,,0.0,-0.35821389571900186,3.9821254825431853,,,,
125478,,0.0,0.0,0,,,0.0,12.564730465956423,19.937639855345342,,,,
125478,,0.0,0.0,0,,,0.0,19.872747332817717,39.635701703404244,,,,
125479,,0.0,0.0,0,,,0.0,-0.08448294288859776,3.566363937189265,,,,
125479,,0.0,0.0,0,,,0.0,9.9619410718955,13.801133946993419,,,,
125479,,0.0,0.0,0,,,0.0,13.787722030589196,16.55226441884726,,,,
125479,,0.0,0.0,0,,,0.0,16.87609698363971,25.55195788866529,,,,
125479,,0.0,0.0,0,,,0.0,25.99465338661993,39.74155026047326,,,,
125480,,0.0,0.0,0,,,0.0,-0.038909332788406525,6.9479710794255025,,,,
125480,,0.0,0.0,0,,,0.0,7.575996325983125,15.92155299943106,,,,
125480,,0.0,0.0,0,,,0.0,15.516670306176543,39.739779488319364,,,,
125481,,0.0,0.0,0,,,0.0,-0.4216277328249831,0.6181702237200173,,,,
125481,,0.0,0.0,0,,,0.0,6.838237588922097,27.824115322118594,,,,
125482,,0.0,0.0,0,,,0.0,-0.32214321556072856,3.9939003436048335,,,,
125482,,0.0,0.0,0,,,0.0,11.932311999396772,13.650517139087196,,,,
125482,,0.0,0.0,0,,,0.0,13.770344518135124,39.50069586390026,,,,
125483,,0.0,0.0,0,,,0.0,-0.3125368992191096,2.670993486017842,,,,
125483,,0.0,0.0,0,,,0.0,2.9644810481814177,6.5959532937022045,,,,
125483,,0.0,0.0,0,,,0.0,15.561517148663686,37.69490722578269,,,,
125483,,0.0,0.0,0,,,0.0,39.90909656582001,40.54446337316783,,,,
125484,,0.0,0.0,0,,,0.0,-0.3281056917025297,5.712148885121034,,,,
125484,,0.0,0.0,0,,,0.0,12.983201929953841,16.769171325888124,,,,
125484,,0.0,0.0,0,,,0.0,16.551079381514516,18.623417066981773,,,,
125484,,0.0,0.0,0,,,0.0,18.85082832911452,22.949530661943225,,,,
125484,,0.0,0.0,0,,,0.0,22.93102482834869,46.68989275601407,,,,
125484,,0.0,0.0,0,,,0.0,50.621160859426276,58.522792490467154,,,,
125485,,0.0,0.0,0,,,0.0,-0.37451484736982105,0.7987040611877839,,,,
