collarId,depth,angle1,angle2,unit
125471,0.0,89.21523636715739,-62.395183970455406,
125471,40.0,89.29785995900417,-62.266610136486335,
125472,0.0,89.38161667569055,-61.57237834473399,
125472,40.0,89.70274947576017,-60.42319186145241,
125473,0.0,89.77422883021545,-61.155252895215106,
125473,40.0,89.58368314036751,-60.48744580151502,
125474,0.0,89.42581087524925,-61.177261808473574,
125474,47.0,88.84685515722683,-60.74889204928238,
125475,0.0,89.04556336111017,-62.22749565536932,
125475,41.0,89.07716833730773,-61.40374488050299,
125476,0.0,89.40247277792002,-61.00768447575569,
125476,40.0,89.61226905051305,-60.91620367350996,
125477,0.0,89.5844829704548,-61.41871945754917,
125477,35.0,89.12169066945232,-61.79434413972168,
125478,0.0,89.71225381290178,-62.23417581658378,
125478,40.0,89.69995585693061,-60.28275847955555,
125479,0.0,89.14343355687225,-61.01411696724145,
125479,40.0,89.0888676420551,-62.01336896893814,
125480,0.0,89.50253677656653,-61.293453696637265,
125480,40.0,88.72894305083234,-61.93255917027918,
125481,0.0,88.97335254532463,-61.206278550826426,
125481,28.0,88.90069060547188,-62.13431065234195,
125482,0.0,89.54630996169519,-60.72769722070041,
125482,40.0,88.75585026943877,-60.13158486293613,
125483,0.0,88.74652848978133,-61.279280285988946,
125483,41.0,89.44927554376552,-60.806335530657414,
125484,0.0,88.54753730787097,-61.42739072722891,
125484,59.0,88.82481982180757,-62.37376707702016,
125485,0.0,89.90022296462051,-61.945795344700585,
125485,50.0,89.75882291320946,-61.00805951711261,
125486,0.0,89.91188884231705,-62.3577141701974,
125486,53.0,89.30955111718525,-62.319542461729455,
125487,0.0,89.71737984423984,-62.070153875463106,
125487,53.0,89.53320118383519,-61.34597642040721,
125488,0.0,89.92666623245455,-60.4227796756831,
125488,47.0,89.10365810967257,-62.226549648667074,
125489,0.0,89.73569828273546,-61.5501255698155,
125489,59.0,89.25981346735728,-60.50852913761171,
125490,0.0,89.75504345325119,-62.007922324466115,
125490,29.0,89.67065535248632,-60.82361352847613,
125491,0.0,0.0,0.0,
125491,47.0,0.0,0.0,
125492,0.0,0.0,0.0,
125492,35.0,0.0,0.0,
129019,0.0,88.97381422126972,-60.184730170945144,
129019,44.0,88.89357801829937,-62.29231695256819,
129020,0.0,88.93147070788115,-62.492921174147625,
129020,31.0,89.57942657308526,-62.122568553152504,
129021,0.0,88.82631494955304,-61.53370071690656,
129021,42.0,89.67663076662792,-60.30863044284078,
129022,0.0,89.55413808558257,-62.34829740430933,
129022,50.0,88.78507119295578,-60.093908286002545,
