eventId,easting,northing,altitude,type,dipDir,dip,dipPolarity,val,displacement,posOnly
2235,518134.2394031246,7494439.704498227,420.0825585979116,0,52.52090791804787,90.0,1.0,0.0,0.0,0
2235,525341.9957792977,7483391.058365119,420.0825585979116,0,52.52090791804787,90.0,1.0,0.0,0.0,0
2235,512989.12521885714,7499463.972171225,551.3170318230653,0,52.52090791804787,90.0,1.0,0.0,0.0,0
2235,525281.4792615826,7483347.075319163,420.0825585979116,0,,,,0.0,0.0,1
2235,522821.60256200214,7486219.297656134,469.1703389234175,0,,,,0.0,0.0,1
2235,521141.2911754702,7489067.822427717,515.1286857839648,0,,,,0.0,0.0,1
2235,518910.6037489123,7493587.714665258,513.5177838397801,0,,,,0.0,0.0,1
2235,518148.29627609265,7494426.770615428,527.412566838728,0,,,,0.0,0.0,1
2235,516799.8127256484,7495820.051332032,533.4191887633333,0,,,,0.0,0.0,1
2235,515008.4090143574,7497750.15141327,540.5751251379415,0,,,,0.0,0.0,1
2235,514318.7453617997,7498303.957617112,584.5373311093429,0,,,,0.0,0.0,1
2235,513023.39319043414,7499510.342339788,551.3170318230653,0,,,,0.0,0.0,1
