layerId,easting,northing,altitude,type,dipDir,dip,dipPolarity,layer
15,544636.9616408293,7487532.253125388,608.7664939431817,4,18.31446751157418,5.743918919431962,1.0,b's0'
18,531273.7150923614,7465729.153324682,476.7257207562103,4,23.728862897969876,345.891827186785,1.0,b's0'
9,514464.5479530695,7462716.998828745,353.15058541283554,4,29.075017051906308,342.2510525900961,1.0,b's0'
9,514487.94248965476,7462706.044500491,353.15058541283554,4,88.08684854719307,91.173721196977,1.0,b's0'
20,542461.9422972486,7481812.955123987,474.5055847790493,4,46.33006890210916,67.60648600263033,1.0,b's0'
20,545094.4591307337,7476311.009454503,472.0933934363412,4,27.465075424740967,355.0478048324761,1.0,b's0'
18,512902.14532120427,7483063.631955683,457.0216961472013,4,45.53702021972338,259.3692287799835,1.0,b's0'
1,504939.63382425037,7461049.405645622,299.5950829498144,4,67.42960242711371,345.42009477182904,1.0,b's0'
9,510491.77086400875,7469616.195321349,339.0206679973816,4,50.99673949278481,36.34955954782396,1.0,b's0'
8,516794.7509962309,7459335.5451274365,333.2613167733067,4,39.7214618500089,35.0077940233399,1.0,b's0'
15,521586.8240198269,7460762.971266291,421.1150342777274,4,42.77834225079006,359.849541746635,1.0,b's0'
17,518217.11099082633,7469861.130809796,403.3527375481184,4,94.06590477695029,317.97267495176374,1.0,b's0'
20,536385.1594044621,7467104.001342329,421.3124631503707,4,46.65483883209514,55.580433369386014,1.0,b's0'
0,544555.1667221568,7474622.933764732,452.4562161605626,4,33.83451659584933,42.65406331933872,1.0,b's0'
3,507551.3685974518,7461909.052759034,317.8349201440863,4,60.07429209176681,48.51444382537005,1.0,b's0'
0,542899.945906903,7480290.231170836,472.2470454632722,4,30.31429553888846,33.55023767313389,1.0,b's0'
20,530479.2147700984,7485746.213591392,421.8108919110573,4,85.00078799980142,11.184601753961715,1.0,b's0'
20,524407.8158148996,7473134.9225801,385.48982903240847,4,65.35028502325642,275.6385043876525,1.0,b's0'
16,535217.605348866,7498961.169173553,516.0840699040566,4,6.7987263712219175,331.3853567478698,1.0,b's0'
18,529621.2814464197,7489238.221254218,481.2893111468348,4,22.338192965372286,50.935339062896674,1.0,b's0'
18,550270.9397139505,7459516.535607498,516.6830056472344,4,10.436825746634483,96.72527776787649,1.0,b's0'
16,506987.4655912498,7487479.639341206,551.8131671064198,4,45.56398083764663,332.3599685312839,1.0,b's0'
20,523476.6050841403,7473270.310596162,389.9172642963082,4,27.74215557636881,227.9993149292161,1.0,b's0'
0,534145.057751226,7482391.679491389,437.1511697512146,4,86.22220023937737,32.55526385988617,1.0,b's0'
20,529879.6925461615,7466876.530381913,444.0247163872328,4,54.89644578562565,311.97407603679073,1.0,b's0'
20,534619.1480891922,7483207.157619081,449.9989136897241,4,53.093620764853895,325.85448510719976,1.0,b's0'
20,542788.8200555845,7481843.985964915,472.4082478855311,4,95.36356330076714,348.8801205958994,1.0,b's0'
11,513417.2865136647,7500715.4183450695,516.9554048679285,4,85.61337213198328,292.1741947522565,1.0,b's0'
4,505516.5602504616,7467272.69146992,400.43153949715474,4,50.668348033729266,337.79108118562885,1.0,b's0'
4,505472.1237538143,7467299.027454705,400.43153949715474,4,70.55830185755754,21.766606577810705,1.0,b's0'
11,510438.61926081375,7471115.120388457,536.3409353691422,4,81.68123041907968,335.94918790525344,1.0,b's0'
11,515270.31471268705,7463367.36599539,368.6295286395977,4,48.489402482626566,339.6418250983568,1.0,b's0'
16,522372.5354208784,7459451.612010213,417.6902436818045,4,27.371501831697792,220.3165992343438,1.0,b's0'
20,521413.62905447715,7476046.090748806,389.1624883336188,4,67.41299660346664,346.46975496355185,1.0,b's0'
12,512734.63593047514,7470451.360473955,335.8397521505061,4,54.66159649527263,303.09978119294385,1.0,b's0'
3,507128.48474051803,7461643.247061796,328.84351052158127,4,33.99112992145019,322.8567997788355,1.0,b's0'
15,530132.6080380254,7460918.406473458,431.7522583215838,4,89.46001104712322,352.6526986474425,1.0,b's0'
20,530165.0658254251,7485164.878758989,415.5565810138799,4,78.93328873247425,357.23798824708297,1.0,b's0'
0,529510.8240140765,7483206.107389732,416.6410606755281,4,81.4208596207968,345.9580302156908,1.0,b's0'
16,506843.8061644671,7487523.698440455,570.0719105092169,4,57.318231554063004,41.14562744438609,1.0,b's0'
0,540969.6188515942,7470327.191895349,447.33092995084246,4,65.6155238823172,311.37330072450266,1.0,b's0'
18,544106.4784577368,7458968.431454194,437.982096340444,4,103.84214713971683,11.19665079319293,1.0,b's0'
19,531091.6446421564,7486672.591157799,421.9906997807293,4,74.98700097315887,336.5838856585534,1.0,b's0'
1,508413.0143837113,7460193.714163439,361.9395378119322,4,29.862451679980225,37.9329946307131,1.0,b's0'
20,523555.51830558525,7473308.202364008,392.52656921517774,4,68.70082998411124,40.40284684570929,1.0,b's0'
16,548198.8824322253,7493227.401059349,543.2162750148965,4,13.997990725895889,309.2375204812115,1.0,b's0'
16,548210.7664232089,7493217.344399298,543.2162750148965,4,100.70539746414514,39.055214154022394,1.0,b's0'
9,510038.3805658403,7469691.020740334,328.99695548777527,4,94.44065550344713,304.485893040917,1.0,b's0'
7,504039.036880532,7463527.632894114,307.64728754331657,4,123.05685146471617,325.7709726572549,1.0,b's0'
16,506588.81852220604,7487683.620543684,570.414545708104,4,59.86060614089524,25.061291913971274,1.0,b's0'
4,502725.6433232121,7468371.662251488,468.17670798233326,4,20.254454905281506,243.13432831386797,1.0,b's0'
17,540924.2433306812,7493370.679313272,541.767101457258,4,25.09677144804344,288.94302366776645,1.0,b's0'
17,509714.0538619439,7484183.858770552,428.5665871607631,4,28.33826715169141,227.19891778639771,1.0,b's0'
10,513145.4683500152,7462569.12916563,369.8590205248445,4,33.099034603433005,340.0466803807682,1.0,b's0'
10,515399.1825993379,7463871.278151884,368.2112145196338,4,56.920720283185624,79.5651497007035,1.0,b's0'
20,523838.8322038362,7473661.545666437,390.460333241509,4,36.34065287468709,358.5223300670308,1.0,b's0'
20,523911.9538578022,7473643.0813209275,390.460333241509,4,41.168355445431175,277.60845391590897,1.0,b's0'
17,536706.2001380143,7490640.462572773,479.95320054411263,4,38.88231900892793,351.54589225086573,1.0,b's0'
16,507688.70373362437,7486503.698960825,470.14441960198513,4,45.0695214341156,338.1057019621321,1.0,b's0'
17,516903.97721960244,7471578.232236631,363.91841546686845,4,46.92601446040646,300.5766668287568,1.0,b's0'
16,548240.2094602151,7493497.799094283,543.2518643701516,4,53.5473501372672,22.457393901984517,1.0,b's0'
16,548152.855053946,7493433.780288617,543.2518643701516,4,61.94371569639087,11.89055955741253,1.0,b's0'
20,529839.4696908437,7467382.337761543,445.4979149437791,4,70.1075400581697,27.784614920942374,1.0,b's0'
1,509830.96108838054,7460217.948108222,339.16989615904146,4,15.100498216311422,248.30497781473002,1.0,b's0'
12,512996.81547638983,7470798.4717561025,337.06931042107067,4,54.60126936682418,313.5858407804319,1.0,b's0'
16,508455.9261346517,7484661.414645958,455.84740092610855,4,17.784337328365993,179.43394539004964,1.0,b's0'
