layerId,easting,northing,altitude,type,dipDir,dip,dipPolarity,layer
15,544577.5718146748,7487590.82569247,608.7664939431817,4,11.968945380395382,261.8573034776382,1.0,b's0'
18,531322.3005781895,7465724.260683944,476.7257207562103,4,14.627543024526673,45.13129439526023,1.0,b's0'
9,514424.7906401247,7462753.891827825,353.15058541283554,4,47.175643089526545,268.07030842512575,1.0,b's0'
9,514416.1381462298,7462793.4112162385,353.15058541283554,4,18.023385002638022,207.46281872351608,1.0,b's0'
20,542416.0294468041,7481853.114186483,474.5055847790493,4,67.7970078793804,359.4600168832632,1.0,b's0'
20,545070.7490135166,7476391.486168758,472.0933934363412,4,57.38214864488468,53.67410696197436,1.0,b's0'
18,512918.1348957751,7482987.554604068,457.0216961472013,4,42.422153742163005,246.15484585340687,1.0,b's0'
1,504871.0479427612,7461007.480461594,299.5950829498144,4,37.17073133438443,8.257972531919108,1.0,b's0'
9,510482.96775167127,7469533.418398916,339.0206679973816,4,103.16518706780994,341.0953715421695,1.0,b's0'
8,516799.33544997853,7459353.967113642,333.2613167733067,4,14.805865361735869,132.76391217507006,1.0,b's0'
15,521556.4463145591,7460767.801098331,421.1150342777274,4,51.58566514471037,65.97239716742911,1.0,b's0'
17,518188.57375523984,7469916.069839149,403.3527375481184,4,49.53798579401628,17.9778631855022,1.0,b's0'
20,536376.8447051706,7467180.475416699,421.3124631503707,4,44.692466987975344,76.81887275987663,1.0,b's0'
0,544536.0970850933,7474626.927198387,452.4562161605626,4,30.541990434251552,358.0102800239814,1.0,b's0'
3,507571.66514269344,7461878.282210267,317.8349201440863,4,12.385618221349347,21.982125523279876,1.0,b's0'
0,542902.8403256113,7480289.478883356,472.2470454632722,4,109.73904414516556,344.17663173953554,1.0,b's0'
20,530443.6479790669,7485784.807613911,421.8108919110573,4,34.76190958575849,37.06897038603398,1.0,b's0'
20,524417.7777759096,7473173.266075268,385.48982903240847,4,15.257652971725918,7.244898278193148,1.0,b's0'
16,535255.2354747087,7499028.952253636,516.0840699040566,4,69.52432485957901,16.36867622444919,1.0,b's0'
18,529608.6172774455,7489321.954565558,481.2893111468348,4,13.434448823892652,53.8478763589448,1.0,b's0'
18,550239.0642231132,7459451.735417696,516.6830056472344,4,21.82059986619747,216.0440465065758,1.0,b's0'
16,506992.84903688554,7487423.884069267,551.8131671064198,4,30.92864395670844,104.54124919082773,1.0,b's0'
20,523461.7556926234,7473215.994231173,389.9172642963082,4,40.833968987237924,269.0687399288845,1.0,b's0'
0,534169.168328426,7482392.906672149,437.1511697512146,4,49.37704897269245,23.775501781754826,1.0,b's0'
20,529862.3020872964,7466931.586345008,444.0247163872328,4,22.96280851307462,339.87295651960386,1.0,b's0'
20,534580.144607689,7483136.305280024,449.9989136897241,4,70.91684236957227,14.20290117614968,1.0,b's0'
20,542763.6523297126,7481837.575374655,472.4082478855311,4,84.79370099461671,346.7855805912234,1.0,b's0'
11,513394.60731387726,7500768.473578231,516.9554048679285,4,43.71678960630724,72.98299851457523,1.0,b's0'
4,505501.1653512762,7467221.75713762,400.43153949715474,4,88.76489095929352,3.9307384577222706,1.0,b's0'
4,505462.4233851488,7467275.685668033,400.43153949715474,4,43.18270859455956,318.31471340966766,1.0,b's0'
11,510470.2510415158,7471167.726576802,536.3409353691422,4,89.37560051970814,352.42861282210816,1.0,b's0'
11,515227.96389738476,7463426.819053408,368.6295286395977,4,16.784029169554756,121.78604803553617,1.0,b's0'
16,522330.4664461375,7459405.902535949,417.6902436818045,4,39.358974637231405,1.6329424917825008,1.0,b's0'
20,521386.7007820348,7475978.089332396,389.1624883336188,4,27.140105210727405,297.9213375446939,1.0,b's0'
12,512730.4117611318,7470462.884723594,335.8397521505061,4,41.2462390975185,358.79321404306944,1.0,b's0'
3,507145.54011585366,7461710.144780506,328.84351052158127,4,41.03664806943095,30.697669359417034,1.0,b's0'
15,530143.3696191353,7461002.507577488,431.7522583215838,4,57.28112897255048,328.49709136121766,1.0,b's0'
20,530185.2953942093,7485194.968515847,415.5565810138799,4,51.58977298980026,337.5267426522885,1.0,b's0'
0,529525.5980902233,7483230.746861641,416.6410606755281,4,40.0674526308029,144.16918067605553,1.0,b's0'
16,506849.8765951995,7487516.263546227,570.0719105092169,4,17.12938690301911,191.13278731345235,1.0,b's0'
0,540928.4492693635,7470313.53927042,447.33092995084246,4,53.20327528844384,13.018554321306453,1.0,b's0'
