layerId,easting,northing,altitude,type,dipDir,dip,dipPolarity,layer
15,544577.5718146748,7487590.82569247,608.7664939431817,4,46.74261618823115,323.2069673378292,1.0,b's0'
18,531322.3005781895,7465724.260683944,476.7257207562103,4,27.772215282747858,223.253675151435,1.0,b's0'
9,514424.7906401247,7462753.891827825,353.15058541283554,4,31.448434183317524,26.377288228382326,1.0,b's0'
9,514416.1381462298,7462793.4112162385,353.15058541283554,4,39.20839858665542,24.376894669033277,1.0,b's0'
20,542416.0294468041,7481853.114186483,474.5055847790493,4,19.01889487447552,357.2378204025962,1.0,b's0'
20,545070.7490135166,7476391.486168758,472.0933934363412,4,18.632635328799097,53.27489091014496,1.0,b's0'
18,512918.1348957751,7482987.554604068,457.0216961472013,4,24.89291762667999,210.2480791009765,1.0,b's0'
1,504871.0479427612,7461007.480461594,299.5950829498144,4,101.97905319786143,347.7583937921478,1.0,b's0'
9,510482.96775167127,7469533.418398916,339.0206679973816,4,78.72660511592817,19.00573789182215,1.0,b's0'
8,516799.33544997853,7459353.967113642,333.2613167733067,4,28.700398769973745,184.92926416249816,1.0,b's0'
15,521556.4463145591,7460767.801098331,421.1150342777274,4,46.687989991681675,34.691545648999124,1.0,b's0'
17,518188.57375523984,7469916.069839149,403.3527375481184,4,73.44467086392218,343.80147986852336,1.0,b's0'
20,536376.8447051706,7467180.475416699,421.3124631503707,4,69.72723492390087,28.604404957928182,1.0,b's0'
0,544536.0970850933,7474626.927198387,452.4562161605626,4,50.687591201349576,6.346138310254901,1.0,b's0'
3,507571.66514269344,7461878.282210267,317.8349201440863,4,9.877595448046137,301.6331710905073,1.0,b's0'
0,542902.8403256113,7480289.478883356,472.2470454632722,4,45.50881523388387,35.26327545363398,1.0,b's0'
20,530443.6479790669,7485784.807613911,421.8108919110573,4,85.65775829148328,353.9065092837661,1.0,b's0'
20,524417.7777759096,7473173.266075268,385.48982903240847,4,31.840336859765557,239.02059581890512,1.0,b's0'
16,535255.2354747087,7499028.952253636,516.0840699040566,4,39.95031390234565,23.526544522520282,1.0,b's0'
18,529608.6172774455,7489321.954565558,481.2893111468348,4,53.19584195135043,345.8208333042972,1.0,b's0'
18,550239.0642231132,7459451.735417696,516.6830056472344,4,61.24513483057906,287.9128702563948,1.0,b's0'
16,506992.84903688554,7487423.884069267,551.8131671064198,4,20.013134482090734,203.80887268469633,1.0,b's0'
20,523461.7556926234,7473215.994231173,389.9172642963082,4,36.170039042719054,297.8452413991359,1.0,b's0'
0,534169.168328426,7482392.906672149,437.1511697512146,4,47.68486732427745,352.70681196715515,1.0,b's0'
20,529862.3020872964,7466931.586345008,444.0247163872328,4,63.2807997304856,26.484772348995648,1.0,b's0'
20,534580.144607689,7483136.305280024,449.9989136897241,4,45.84302231828812,1.2281244641384887,1.0,b's0'
20,542763.6523297126,7481837.575374655,472.4082478855311,4,103.023392126072,346.18892502012625,1.0,b's0'
11,513394.60731387726,7500768.473578231,516.9554048679285,4,83.46094794318365,319.5866116624846,1.0,b's0'
4,505501.1653512762,7467221.75713762,400.43153949715474,4,21.366921922479534,357.02158551366074,1.0,b's0'
4,505462.4233851488,7467275.685668033,400.43153949715474,4,21.201975881559875,77.06572647063331,1.0,b's0'
11,510470.2510415158,7471167.726576802,536.3409353691422,4,103.98318976180116,32.51987705291276,1.0,b's0'
11,515227.96389738476,7463426.819053408,368.6295286395977,4,55.684752844031756,18.894735271490163,1.0,b's0'
16,522330.4664461375,7459405.902535949,417.6902436818045,4,19.86722083797069,357.5283869048531,1.0,b's0'
20,521386.7007820348,7475978.089332396,389.1624883336188,4,19.29317113737946,3.107356562676216,1.0,b's0'
12,512730.4117611318,7470462.884723594,335.8397521505061,4,43.542439323392244,358.67165922878104,1.0,b's0'
