layerId,easting,northing,altitude,type,dipDir,dip,dipPolarity,layer
15,544577.5718146748,7487590.82569247,608.7664939431817,4,40.13216441584263,0.08375407669387869,1.0,b's0'
18,531322.3005781895,7465724.260683944,476.7257207562103,4,21.187793385618804,61.2472593853949,1.0,b's0'
9,514424.7906401247,7462753.891827825,353.15058541283554,4,75.47225742515798,4.9735238168815386,1.0,b's0'
9,514416.1381462298,7462793.4112162385,353.15058541283554,4,43.00325502372526,293.1871724401343,1.0,b's0'
20,542416.0294468041,7481853.114186483,474.5055847790493,4,50.034250921063126,354.96222881922097,1.0,b's0'
20,545070.7490135166,7476391.486168758,472.0933934363412,4,33.128785704310246,230.5704004907725,1.0,b's0'
18,512918.1348957751,7482987.554604068,457.0216961472013,4,76.86860742701711,1.582531576010581,1.0,b's0'
1,504871.0479427612,7461007.480461594,299.5950829498144,4,74.37641393065327,10.083731941204746,1.0,b's0'
9,510482.96775167127,7469533.418398916,339.0206679973816,4,71.9927618723139,32.12902397927178,1.0,b's0'
8,516799.33544997853,7459353.967113642,333.2613167733067,4,42.46220642244864,320.6738839017189,1.0,b's0'
15,521556.4463145591,7460767.801098331,421.1150342777274,4,50.29892552634973,11.492059147316866,1.0,b's0'
17,518188.57375523984,7469916.069839149,403.3527375481184,4,69.20834227138067,353.6694654208248,1.0,b's0'
20,536376.8447051706,7467180.475416699,421.3124631503707,4,42.73752471764583,358.02777193217827,1.0,b's0'
0,544536.0970850933,7474626.927198387,452.4562161605626,4,42.05168364309666,359.20125983390517,1.0,b's0'
3,507571.66514269344,7461878.282210267,317.8349201440863,4,103.03831016893984,301.1246216476636,1.0,b's0'
0,542902.8403256113,7480289.478883356,472.2470454632722,4,47.975843740451594,263.38669768284444,1.0,b's0'
20,530443.6479790669,7485784.807613911,421.8108919110573,4,98.00047655290551,25.88842547405403,1.0,b's0'
20,524417.7777759096,7473173.266075268,385.48982903240847,4,11.087033215919988,4.2708670489635665,1.0,b's0'
16,535255.2354747087,7499028.952253636,516.0840699040566,4,66.05623150342922,338.0331788545408,1.0,b's0'
18,529608.6172774455,7489321.954565558,481.2893111468348,4,26.610523753444618,238.94062016314683,1.0,b's0'
18,550239.0642231132,7459451.735417696,516.6830056472344,4,12.221809461182644,119.66132308925017,1.0,b's0'
16,506992.84903688554,7487423.884069267,551.8131671064198,4,37.25389160211713,147.58926996921826,1.0,b's0'
20,523461.7556926234,7473215.994231173,389.9172642963082,4,64.80824687630259,14.856638461284263,1.0,b's0'
0,534169.168328426,7482392.906672149,437.1511697512146,4,107.95842190372832,1.1582568088196012,1.0,b's0'
