collarId,depth,angle1,angle2,unit
125471,0.0,89.80169692510692,-60.749678991205,b'nan'
125471,40.0,89.32300884720482,-60.25636797772217,b'nan'
125472,0.0,89.50579591288201,-62.430312380341505,b'nan'
125472,40.0,88.81440633695621,-61.89561457125557,b'nan'
