layerId,easting,northing,altitude,type
0.0,503903.3562620496,7469457.346102273,355.53849499008106,0.0
0.0,504784.9467432141,7469372.805837952,365.1152132911402,0.0
0.0,505107.0079919275,7469219.121976972,394.7323790193305,0.0
0.0,505475.42373226007,7469060.359617251,427.2518709734509,0.0
0.0,505832.99487826636,7468978.533898262,428.3757521929663,0.0
0.0,506346.68086532236,7468865.734556695,435.08539518213126,0.0
0.0,506639.9115756966,7468641.754489211,433.4080216320223,0.0
0.0,506945.54403096694,7468526.585919953,440.5793930158394,0.0
0.0,507242.5302752955,7468388.2180306045,487.7854791731066,0.0
0.0,507368.99762311875,7468177.633508796,538.6629353101723,0.0
0.0,507510.8024794521,7467885.370989402,516.1292015077951,0.0
0.0,507327.06593450654,7467581.031568129,474.5461085547857,0.0
0.0,506832.4562436823,7467348.368411091,429.66545925002026,0.0
0.0,506364.5751897878,7467293.516953644,428.1157689639393,0.0
0.0,505836.58910332574,7467329.4013027875,413.2619227964181,0.0
0.0,505727.5535777088,7467213.582785804,406.711668921851,0.0
0.0,505612.20004628785,7467352.471878988,410.7287411658975,0.0
0.0,505199.5590439945,7467239.359017337,395.5566474128116,0.0
0.0,504729.2973500978,7467254.305081154,403.5131122655421,0.0
0.0,504208.99753833446,7467199.12229756,425.05907886860473,0.0
0.0,503401.5138465971,7467344.252256561,392.33412997225855,0.0
0.0,502782.65462104505,7467429.044210524,399.4776673266755,0.0
0.0,502517.6472310862,7467562.272795107,442.4636320910964,0.0
0.0,502241.8457225055,7467646.836323495,454.0895828370085,0.0
0.0,501455.5104087184,7467890.261466152,422.2998522358196,0.0
0.0,500758.2636236018,7468167.25055831,448.6701647597057,0.0
0.0,500544.4717470003,7468390.771078177,466.50087153863024,0.0
0.0,500658.7640102076,7468217.479931218,458.0016341388032,0.0
0.0,500598.43095678405,7468189.231870333,455.9340702645432,0.0
0.0,500158.9628967698,7468286.685235901,494.5165890495099,0.0
0.0,500100.2258204507,7468275.994166167,504.36326939370826,0.0
0.0,500094.86982753145,7469839.051572096,414.8812483351065,0.0
0.0,500266.3175618878,7469893.074041015,400.9615878135302,0.0
0.0,500430.6401874175,7469668.823215349,401.5138942092597,0.0
0.0,500589.9100188223,7469861.7007121295,391.8425558653544,0.0
0.0,500780.66120525385,7469916.954088761,390.543508445438,0.0
0.0,501002.33375594567,7469814.152829787,393.85585132206097,0.0
0.0,501219.59229316184,7469687.411645789,403.85785046757934,0.0
0.0,501558.36112506874,7469797.669640828,388.0054450479832,0.0
0.0,501735.7578505129,7469715.147883952,384.37357088105534,0.0
0.0,502033.9530010634,7469689.339321609,377.51423673532025,0.0
0.0,502445.32003503747,7469610.386752688,369.9593685646893,0.0
0.0,502801.771687894,7469667.296279717,363.4364036455663,0.0
0.0,503194.6564218583,7469610.33690715,361.2678435032816,0.0
0.0,503560.1130007283,7469404.196439469,369.3453431392204,0.0
0.0,503860.967707053,7469280.553338037,382.002142755275,0.0
0.0,503984.6461727307,7469298.645638258,379.3700876594693,0.0
0.0,503889.44702590577,7469480.037325121,356.25297364559884,0.0
0.0,510377.40434889006,7508393.441573907,546.1444108034291,0.0
0.0,514007.2536527532,7508938.648105364,547.5068355857303,0.0
0.0,516885.49977233174,7509240.513537729,588.4261429578555,0.0
0.0,517402.88411311596,7509371.884743014,586.6529282799601,0.0
0.0,513705.4656048199,7500832.832859943,514.7877868732661,0.0
0.0,513587.7528069115,7500709.922452549,516.9518468600836,0.0
0.0,511481.3340044923,7499558.426289787,531.416884648039,0.0
0.0,513631.0020197677,7501591.759570737,504.5481672134776,0.0
0.0,513335.2018838363,7501373.48681339,506.6752539017912,0.0
0.0,517288.038255021,7501962.917156248,521.166098999862,0.0
0.0,515730.5651336789,7501791.699407829,508.30393393146056,0.0
0.0,514023.6784517106,7501792.770411019,503.32097184738086,0.0
0.0,513723.6441913804,7501627.240771175,503.8591213329679,0.0
0.0,500822.77082458616,7467770.04846084,419.8345166272522,0.0
0.0,500359.41361221176,7467805.184166172,405.4249754385263,0.0
0.0,500317.2519033278,7467724.91185292,392.6791719613087,0.0
0.0,500093.0058934055,7467715.49855738,411.8112606274166,0.0
0.0,500905.6264134206,7467827.147984802,424.2803732310487,0.0
0.0,500918.20272546454,7466975.861999748,335.8226480912589,0.0
0.0,500588.0575616557,7466662.854371931,328.505602250198,0.0
0.0,500503.6207260662,7466726.880008951,335.1753118425346,0.0
0.0,500196.3155629225,7466899.734913573,351.9033592783726,0.0
0.0,506236.46182937844,7466759.331700016,370.07023639376456,0.0
0.0,505335.9089917617,7466923.800198268,362.336882196422,0.0
0.0,504669.37936099153,7466939.181701896,362.1893276302121,0.0
0.0,504036.84306336637,7466953.86611648,373.1425395109992,0.0
0.0,504067.183175944,7466808.850747693,355.0136105241653,0.0
0.0,503918.17270903825,7466621.604233384,342.36633798861465,0.0
0.0,503362.6467406933,7466626.472376233,340.3574040080716,0.0
0.0,501640.80633841414,7466503.45604687,317.3956786181916,0.0
0.0,501592.8481623661,7466478.802729427,316.91778322190385,0.0
0.0,506585.4381597397,7467220.335737966,407.9567257011255,0.0
0.0,506293.50679826876,7466900.235704605,374.85617963310864,0.0
0.0,500979.92355415004,7510283.83052891,606.7234116689909,0.0
0.0,504697.9892166144,7509049.867610666,595.1193459949777,0.0
0.0,506144.3871949475,7509415.743208384,651.0136535485403,0.0
0.0,506952.8872233718,7509084.507713843,679.2613989648844,0.0
0.0,509492.0547762518,7508998.774938221,575.2376199692209,0.0
0.0,509737.08972466073,7508959.873226782,557.2843909691168,0.0
0.0,500005.2544182028,7510518.142282059,606.2853961718256,0.0
0.0,511520.16912473243,7511898.974208161,546.0679522691363,0.0
0.0,513816.7712451132,7512101.936306006,549.9857730897631,0.0
0.0,514868.35679505114,7512403.73028876,547.1180284107937,0.0
0.0,516922.88109034713,7512929.327224829,551.8754510301445,0.0
0.0,517520.38630938047,7513247.07406946,558.8349376154063,0.0
0.0,500336.8635621321,7486511.000383064,565.3750906652259,0.0
0.0,500027.83934732276,7484361.062741069,574.8408542946837,0.0
0.0,501983.1277018237,7488360.442216463,636.1231004187972,0.0
0.0,501620.98917300114,7488094.538245498,680.8645490440331,0.0
